m_code,m_name,m_unit
09013372,Bite Turber,กล่อง
09013375,Elastic separating Plier,ตัว
090316019,ถังออกซิเจน ขนาด 6 ลบ.ม.,ถัง
099999349,สายเครื่องวัดความยาวรากฟัน,เส้น/สาย
09002336,K-file 31 mm.No. 10,กล่อง
09002337,file ชนิด Flex-o-file 21 mm. No.10,กล่อง
09002338,file ชนิด Flex-o-file 25 mm. No.10,กล่อง
09014530,Soflex refill ขนาดใหญ่ 1/2 (493 ISF),ถุง
09001159,composite resin LC สี CT,หลอด
09001160,Composite resin LC สี AT,หลอด
09006235,Perforrated tray,อัน
09006235,Perforrated tray,อัน
09006235,Perforrated tray,อัน
09006235,Perforrated tray,อัน
09008131,Edentulous Perforated Tray,คู่
09008131,Edentulous Perforated Tray,คู่
09006194,อุปกรณ์วัดความหนาของ wax,อัน
09010091,LaGrange scissors,ตัว
09010092,Goldman fox scissores,ตัว
09010086,Elevator ขวา,ตัว
09010087,Elevator ซ้าย,ตัว
09010088,Elevator ชายธงซ้าย,ตัว
09010089,Elevator ชายธงขวา,ตัว
09005110,Periosteal P9,ตัว
09006327,Root tip ตรง,ตัว
09006325,Root tip ขวา,ตัว
09006326,Root tip ซ้าย,ตัว
09011227,Bone file,ตัว
09009326,Artery forceps,ตัว
09006328,Rongrurs,ตัว
09006336,scissors,ตัว
09014531,Diamond bur 422R,กล่อง
09006340,Contra hanpiece,ชิ้น
09006195,อุปกรณ์วัดความหนาของโลหะ,อัน
09006096,ถ้วยยา,ใบ
09006166,ชามรูปไต,อัน
09016065,Sectional screw (13 mm. Retraction medium),ตัว
09013147,Expansion screws (Hyrax ขนาด 11 mm.),ชิ้น
09016066,Expantion Hyrax Medium-10,ตัว
09013285,Expansion screws (Hyrax ขนาด 12 mm.) (Maxi-12Straight),ตัว
09006198,คีมถอนฟันบนเด็ก,ตัว
09006199,คีมถอนฟันล่างเด็ก,ตัว
09013278,Lip retravtor,อัน
09014513,Dimaond bur FG 8526,กล่อง
09014508,Diamond bur FG 235,กล่อง
09014532,Diamond bur FG 235GB,กล่อง
09014533,Diamond bur FG 8238,กล่อง
09014534,Diamond bur FG 237GB,กล่อง
09014535,Diamond bur FG 236CB,กล่อง
09014536,Diamond bur FG 250,กล่อง
09014537,Diamond bur FG 5250,กล่อง
09014538,Diamond bur FG 129,กล่อง
09014539,หัวกรอฟันปลอมแบบถอดได้ No.201CB,กล่อง
09014540,หัวกรอฟันปลอมแบบถอดได้ No.201N,กล่อง
09014541,หัวกรอฟันปลอมแบบถอดได้ No.204CB,กล่อง
09006341,ที่วัดรอยผุของฟัน(น้ำยา),ชุด
090214068,Spatula,ชิ้น
09006063,XCP Endo Ray,ชุด
09013378,Ligature wire,ม้วน
09013380,Open coil spring niti stainless,กล่อง
09013381,Close coil spring niti stainless,กล่อง
09013382,Open coil spring niti,กล่อง
09013383,Close coil spring niti,กล่อง
09013379,Pre-formed Ligature wide,กล่อง
09009067,5% DN/3 500 ml.,ขวด
09005019,ผ้าก๊อช 3x3,แพค/ห่อ
09014542,Diamond round ent taper คาดเหลือง 016,กล่อง
09013376,Nickel titarium wire 0.21x0.025 upper preformed,กล่อง
09013377,Nickel titanium wire 0.021x0.025 lower preformed,กล่อง
09005035,ปลายพู่กัน (ขาว-ดำ) (100 อัน/ชุด),ชุด
09001156,Sectional matrix refill รุ่น mini,กล่อง
09001157,Sectional matrix refill รุ่น standard,กล่อง
09008018,Alcohol Torch (ตะเกียงแอลกอฮอล์) : แก้ว,อัน
09006045,Plate (Petridish)(ขนาดเล็ก),คู่
09002339,Ketac Cem,ชุด
09005018,ก๊อช 2*2 นิ้ว,ซอง
090005019,ก๊อช 3*3 นิ้ว,โหล
09005020,Gauze 4*4,กล่อง
090304005,ก๊อช 36*100 หลา,ม้วน
09004136,Jel fome,กล่อง
09010045,Curette,ตัว
090509058,Needle Holder,ตัว
09014167,Brown stone taper shape HP,ตัว
09013058,"Super-niti wire 0.019x0.025 inch,upper-preformed",กล่อง
09013059,"Super-niti wire 0.019x0.025 inch,lower-preformed",กล่อง
09006184,สาย High power suction,เส้น/สาย
090404009,Atropine,ขวด
090399083,"แก๊สอ๊อกซิเจน ความดันไม่ต่ำกว่า 2,000 ปอนด์",ถัง
090401130,Propofol,ขวด
09003250,Aethoxysklerol,ขวด
09012191,SSC ANT.Cuspid U2,ตัว
09008224,Seperating media,ขวด
09013387,Retraction screw Extra mini,ตัว
09013388,Retraction screw medium,ตัว
09005077,Face Mask สำหรับใช้กับศีรษะจำลอง,อัน
09004016,Caries detector,ชุด
09003252,Cavumox 1 g.,เม็ด
098810011021,Parecoxib Injection 40 mg,กล่อง
090399885,ไวคิล 2/0 (W9582T),กล่อง
09010095,แผ่นเคลื่อนย้ายผู้ป่วย,แผ่น
098804071012,Pethidine Injection 50 mg,แอมพลู
09012136,Stainless steel band : Maxillary NU31.5,ตัว
09012144,Stainless steel band : Maxillary NU33.5,ตัว
09012116,Stainless steel band : Maxillary NU34.5,ตัว
09012094,Stainless steel band : Mandibular NL28 (Plus),ตัว
09012095,Stainless steel band : Mandibular NL29,ตัว
09012140,Stainless steel band : Mandibular NL31.5,ตัว
09012141,Stainless steel band : Mandibular NL33.5,ตัว
09014551,Polishing kit : Enhance refill ดอกบัว,ชุด
09006344,X-ray film DF-49 (IO 41),กล่อง
09012192,1%Xylocaine without Adrernaline,ขวด
09012193,1%Xylocaine with Adrenaline,หลอด
09012194,Herbessar ini,หลอด
09012033,"Left upper ""D"" molar DUL7",ตัว
09003255,Triamcinolone Acetonide0.1% 5g,หลอด
09003256,Triamcinolone Acetonide0.1% 1 g,ซอง
09003257,Tranexamic Acid 250 mg,เม็ด
09006350,Verneer caliper วัดโลหะ,ตัว
09006351,Verneer caliper วัด Wax,ตัว
09012052,Primary cuspid stainless crown : Maxillary CU5,ตัว
09012053,Primary cuspid stainless crown : Maxillary CU6,ตัว
09012011,Left lateral crown LL 2,ตัว
09012015,Left lateral crown LL 6,ตัว
098805017003,Clindamycin Capsule 300 mg,กล่อง
09008225,Removal Kit,ชุด
0100701009,ผ้าเจาะกลางสีเขียวสองชั้น ขนาด 24x24 นิ้ว,ผืน
09006345,U sickle,อัน
09006347,Proximal carver,อัน
09006346,T ball burnisher,อัน
090369001,แอลกอฮอล์,ขวด
09008226,Ginigival retraction Cord No 000,หลอด
09002343,K3 Files 21 mm. Taper 04/TIP20,กล่อง
09002344,K3 No.20 Taper 04 ยาว 25 mm.,กล่อง
09002345,K3 Files 21 mm. Taper 06/TIP20,กล่อง
09002346,K3 No.20 Taper 06 ยาว 25 mm.,กล่อง
09002347,K3 No.45 Taper 04 ยาว 25 mm.,กล่อง
09002348,K3 No.50 Taper 04 ยาว 25 mm.,กล่อง
09006353,Crown-Tractor,ตัว
09015312,กล่องสำหรับดักฝุ่น,กล่อง
09008227,Model จัดฟัน,อัน
09013247,แผ่นพลาสติกทำเฝือกสบฟัน ขนาด 5x5 นิ้ว หนา 0.30(1กล่อง/8แผ่น),กล่อง
09013005,Stainless steel laboratory wire .08 mm:-Hard,อัน
09005085,"ซองบรรจุภัณฑ์ชนิดเรียบ 12"" ความยาว 200 เมตร/ม้วน",ม้วน
09004137,น้ำยาแช่เครื่องมือ Sodium hyproclorite 2.5% ขนาด 450 ml.,ขวด
09006352,ชุดอุปกรณ์แปรงสีฟัน,ชุด
0199999066,ค่าขนส่งและค่าระวาง,ชุด
09004057,Surgicel,กล่อง
099999355,ข้อต่อ Airolor,หัว
09013007,Stainless steel wire 0.0150 inch-twistflex,หลอด
09006349,สายเพลทเครื่องจี้เส้นเลือดไฟฟ้ายี่ห้อ Force fx,เส้น/สาย
09003258,silver diamine saforide,ขวด
09015304,ถัง oxygen,ถัง
09015305,หัว oxyen Regulator,อัน
09015306,Oxygen Flow Meter พร้อมข้อต่อ,อัน
09015307,O2Nut และ Nipple connector,อัน
09015308,Oxygen cannular,อัน
09015309,Oxygen bag with mask,อัน
09015310,รถเข็นสแตนเลสใส่ถังออกซิเจนพร้อมโซ่คล้อง,รถ/คัน
09015311,เครื่องช่วยหายใจชนิดมือปีบ,ชุด
09002026,file:  H-file   25  mm.  No. 08,กล่อง
0900202,file:  H-file   25  mm.  No. 10,กล่อง
09002029,file:  H-file   25  mm.  No. 20,กล่อง
09002030,file:  H-file   25  mm.  No. 25,กล่อง
09002031,file:  H-file   25  mm.  No. 30,กล่อง
09001164,Composite Z350 XT สี GT (grey),หลอด
09001165,Composite Z350 XT สี WD (white dentin),หลอด
090399189,MINI BONE PLATE,ชิ้น
09016067,Mall Metal w Nylon,ตัว
09016069,Cottle nasalseptum seculum 14 cm,ตัว
09016070,Cottle ostetome (10mm),ตัว
09016072,Obwegeser chin retractor,ตัว
09014558,obwegeser chin retractor 3 mm.,ตัว
09016073,obwegeser periostiom retractor,ตัว
09016074,obwegeser periostiom j-striper,ตัว
09016075,obwegeser periostiom Bewer tail,ตัว
09016076,obwegeser blaed osteotome 8 mm.,ตัว
09016077,obwegeser blaed osteotome 12 mm,ตัว
09003146,Nasal speculum (septum osteotome),ตัว
09016078,Dingman mobilizing retractor,ตัว
09015032,Gelatin,ขวด
09015083,beaker 250 ml,อัน
09014003,beaker 100 ml,เมกะโวลต์แอมแปร์
09014009,beaker 50 ml,เมกะโวลต์แอมแปร์
09015321,Brush for tube 10*60 mm,อัน
09015322,Brush for tube 16*60 mm,อัน
09015323,Brush for tube 27*80 cm,อัน
09015324,Spoon 8' Stainless,อัน
09015319,แท่งแก้วคนสาร ขนาด 5 มม.ยาว 8 นิ้ว,อัน
09015320,แท่งแก้วคนสาร ขนาด 5 มม. ยาว 10 นิ้ว,อัน
09015318,ถังเก็บน้ำกลั่นมีก๊อก ขนาด 25 ลิตร,ถัง
09015317,Cassette with lid white 500 pcs/pack,แพค/ห่อ
09015316,ถาดวางสไลด์ชนิดอลูมิเนียม,อัน
09015315,กล่องพลาสติกบรรจุสไลด์ขนาด 100 แผ่น,อัน
09015314,กระบอกดวงพลาสติก ขนาด1000ml,อัน
098802061005,nitroglycerin 50 mg/10 ml (Nitroject),กล่อง
09009009,Blade No 15C,กล่อง
09009071,Blade holder,อัน
09013404,Arch wire sleeve gray,แพค/ห่อ
09013405,Arch wire sleeve Tooth color,แพค/ห่อ
09013399,Elastic wildlife heavy 3/16 3.5 OZ,กล่อง
09013400,Elastic wildlife heavy 1/4 6.5 OZ,กล่อง
09013401,Elastic wildlife heavy 5/16 5.5 OZ,กล่อง
09013402,Elastic wildlife maxumum 3/16 14 OZ,กล่อง
09013403,Elastic wildlife maxumum 1/4 14 OZ,กล่อง
09014244,Polishing kit : Enhance refill Disc,ชุด
09006354,ตู้อบโมเดล,ตู้
09013409,Nickel titanium wire .020 inch upper - preformed,กล่อง
09013410,Nickel titanium wire 0.20 inch lower - preformed,กล่อง
09001025,Glass Ionomer LC for filling ส่วนผง ยี่ห้อ Vitremer,ขวด
09013389,Nitinol se upper No.16.22,กล่อง
09013390,Nitinol se lower No.16.22,กล่อง
09013391,Nitinol se upper No.17.25,กล่อง
09013392,Nitinol se lower No.17.25,กล่อง
09013393,Nitinol se upper No.18.25,กล่อง
09013394,Nitinol se lower No.18.25,กล่อง
09013395,Nitinol se upper No.19.25,กล่อง
09013396,Nitinol se lower No.19.25,กล่อง
09003030,diazepam 5 mg,กระป๋อง
09001032,Glass Ionomer self cure for filling -ทั้งชุด Fuji IX,ชุด
09004032,Formocresol,ขวด
09007013,Sillicone-Light,ชุด
09008228,catalyst v.(refill) supper bond C,หลอด
09013411,Super - niti wire 0.016x0.022 upper,กล่อง
09013412,Supper - niti wire 0.016x0.022 lower,กล่อง
09006355,Condenser set,ชุด
09002009,File:H-file 21 mm No08,กล่อง
09002060,K-file 25 mm No 08,กล่อง
09002061,K-file 25 mm. No.10,กล่อง
09002068,K-file 25 mm. No.45,กล่อง
09002062,K-file 25 mm. No.15,กล่อง
09004140,sterile water for injection 1000 ml,ขวด
09006093,ขวดพลาสติก,ขวด
09004139,Normal saline 100 ml,ขวด
098805017004,clindamycin injection 300 mg/amp,ไวแอล
090404121,0.9%NSS 500 ML.,กล่อง
09013413,ELastic extra 5/16 14 DZ,กล่อง
09013190,Lip retractor with tonque guard & saliva ejector tube,ชุด
09014367,Diamond round bur .007 FG,กล่อง
090499023,plaster พลาสเตอร์ปิดแผล,แผ่น
09004088,Alcohol,ขวด
090403237,Antacil gel 1000 ml,ชุด
09003096,ยาดม,หลอด
09005058,ยาสีฟัน,หลอด
09006356,Mouth merrer ชนิด Magnifying mirrer,ชุด
09006357,Mouth mirrer ชนิด Double Side Mirrer,ชุด
09014369,Diamond round end taper bur D2 FG,กล่อง
09015313,Drying Rack,อัน
09006058,Syringe (Disposable) 10 cc,ชิ้น
09009038,แผ่นระบาย Latex penrose drum tubing1,กล่อง
09012197,stainless  steel band,กล่อง
09014332,Carbide fissure bur.330 FG,กล่อง
09008230,ดินสอเขียนเนื้อเยื่อในช่องปาก,แท่ง
09008229,resin cement Nexus 3,หลอด
09014561,หัว Composhape No.40D2 คาดแดง,ตัว
09014562,หัว Composhape No.50D2 คาดเหลือง,ตัว
09014563,Ceramic Finishing No.4205,ตัว
09014564,Ceramic Finishing No.9205,ตัว
09014565,Ceramic Finishing No.4274,ตัว
09014566,Ceramic Finishing No.9274,ตัว
09006358,Contraster For Anterior,อัน
09006359,Contraster For Posterior,อัน
09007054,Compound cake,กล่อง
09007052,Daro Extra strength,ขวด
09007053,Small Kit included,ชุด
09016079,Unilock Reconstruction plate 2.4 mm,ตัว
09016080,Unilock screw 2.4 mm self tapping 16 mm,ตัว
09016081,Unilock screw 2.4 mm self tapping 14 mm,ตัว
098802062014,Nicardipine In jection 2 mg,กล่อง
098802062015,Nifedipine Capsule 10 mg,กล่อง
098804010012,Diazepam Injection 10 mg,แอมพลู
098806030003,Dexamethasone Injection 4 mg,ไวแอล
09002047,K-Flex file 21 mm. No.25,กล่อง
09002048,K-Flex file 21 mm. No.30,กล่อง
09002049,K-Flex file 21 mm. No.35,กล่อง
09002107,Gutta percha cone # FF,กล่อง
09002106,Gutta percha cone # MF,กล่อง
090305037,Elastic bandage ผ้ายืดพันแผล ขนาด 6 นิ้ว,ม้วน
09006240,White stone flame Latch,ตัว
09014191,Green stone round shape (Latch),ตัว
09014569,Diamond bur cylinder 008 Latch,กล่อง
09013414,"Bracket SL Empower Clear 022,5-5 Upper lnteractive,Lower Dual",ชุด
09013415,"Bracket SL Empower Clear 022 lnt/Pas,5-5",ชุด
09013416,INTRO KIT DT LIGHT-POST,ชุด
09013417,Macro-lock POST,ชุด
09011235,RelyX U200,ชุด
09002197,Lentulo spiral 21 mm. No. 30  สีฟ้า,กล่อง
09002198,Lentulo spiral 21 mm. No. 35  สีเขียว,กล่อง
09002196,Lentulo spiral 21 mm. No. 25  สีแดง,กล่อง
09014546,Gate glidden drill 32 mm #4,กล่อง
09008231,semi micro cuvetter,กล่อง
09004141,Dextro strip,กล่อง
09013406,TAD miniscrew 6 mm.,ตัว
09013407,TAD miniscrew 8 mm.,ตัว
09013408,TAD miniscrew 10 mm.,ตัว
09016083,Expasyl Refill,แพค/ห่อ
09014574,Diamond Bur End cutter,ตัว
09005114,ตะแกรงรองอ่างล้างมือ,อัน
09009329,Flap retractor,ตัว
09011167,Bone curreter,ชิ้น
09011143,สายยางต่อน้ำเกลือ สำหรับใช้ในงานทันตกรรมรากเทียม,เส้น/สาย
09001168,Bondin:All bond 3,ชุด
09010096,Temp Crown Bicuspids,ชุด
090308016,เทปผ้าติดแผลแบบตาข่าย Neofix,ม้วน
090367004,น้ำเกลือ,ถุง
090403187,ยาธาตุน้ำแดง,ขวด
09002355,Alovelar gel,หลอด
09015045,Methylene Blue,ขวด
090390020,แถบสติ๊กเกอร์ติดเครื่องมือผ่าตัด,ม้วน
060701012,Run Capaciter,ตัว
09002358,Tmplant cement,กล่อง
090393003,น้ำยาล้างทำความสะอาดเครื่องมือ Enzyme detergent,แกลลอน
09001166,Monobon-N,ชุด
09014571,Ceramic refill (HF),ขวด
09014572,Astrobrush,ชุด
09014573,Optrafine (ขัดporcelaineในปาก),ชุด
09002045,K-Flex file 21 mm. No.15,กล่อง
09002046,K-Flex file 21 mm. No.20,กล่อง
09002050,K-Flex file 21 mm. No.40,กล่อง
09011234,Probe,อัน
090214107,Cylinder Water,ชิ้น
09002356,K3XF Files 25 mm Taper .04/TIP35,กล่อง
09002357,K3XF Files 25 mm Taper .06/TIP30,กล่อง
09004142,Hexene scrub 500 ml.,ขวด
09004143,Hexene scrub 100 ml.,ขวด
09002359,Gutta percha สำหรับใช้กับเครื่องมือฉีด Gutta percha,กล่อง
09002094,Gutta percha cone #35,กล่อง
09002010,file:H-file   21  mm.  No. 10,กล่อง
09002011,file:H-file   21  mm.  No. 15,กล่อง
09002012,file:  H-file   21 mm.   No.  20,กล่อง
09002013,file:  H-file   21 mm.   No.  25,กล่อง
09002014,file:  H-file   21 mm.   No.  30,กล่อง
09002015,file:  H-file   21 mm.   No.  35,กล่อง
09002016,file:  H-file   21  mm.  No. 40,กล่อง
09012198,Plastic Tray No.M,คู่
09012199,Plastic Tray No.L,คู่
09014575,Inlay:taper diamond flat end,ตัว
09014567,Diamond round bur long .014 FG,กล่อง
09008232,Cement-Resin cement Refill,ชุด
09013419,Transbond,ชุด
09005111,กระดาษใยหิน Abbestos,ม้วน
09005112,Grusible former ring,อัน
09008066,Wax - spru 4 mm.,กล่อง
09006366,ออโต้ไบเปต ขนาด 100-1000 ul,อัน
09009330,Silk 2/0 พร้อมเข็ม,กล่อง
09009331,Silk 3/0 ไม่มีเข็ม,กล่อง
09009332,Silk 2/0 ไม่มีเข็ม,กล่อง
09014568,Carbide round long 009 Latch (1กล่อง/4ตัว),กล่อง
09014553,Carbide round long shank bur .012 (Latch)(1กล่อง/5ตัว),กล่อง
09014554,Carbide round long shank bur .014 (Latch)(1กล่อง/5ตัว),กล่อง
09014555,Carbide round long shank bur .016 (Latch)(1กล่อง/5ตัว),กล่อง
09006348,Trephines bur,อัน
09013420,Band lock,ชุด
09006363,Under cut gate Analyzing rod,ชุด
09006364,Carbon sheet,อัน
09013421,Round HM1 No.010 FG,ตัว
09013422,Round HM1 No.020 FG,ตัว
09013423,Steel cutters 71 No. 050 HP,ตัว
09013424,Steel cutters 71 No. 070 HP,ตัว
09013425,Steel cutters 75 No. 050 HP,ตัว
09013426,Steel cutters 75 No. 070 HP,ตัว
090333006,Ultrasonic gal (Ultrasound gel),อัน
0100101320,ถุงมือ,คู่
09002360,K3XF Files 25 mm Taper.06/TIP40,กล่อง
09002361,K3XF Files 21 mm.Taper.04/TIP20,กล่อง
09002362,K3XF Files 25 mm.Taper.04/TIP20,กล่อง
09002363,K3XF Files 21 mm.TAper.06/TIP20,กล่อง
09002364,K3XF Files 25 mm.TAper.06/TIP20,กล่อง
09002365,K3XF Files 25 mm.TAper.06/TIP30,กล่อง
09002366,K3XF Files 25 mm.TAper.04/TIP35,กล่อง
09002367,K3XF Files 21 mm.TAper.04/TIP40,กล่อง
09002368,K3XF Files 25 mm.TAper.04/TIP40,กล่อง
09002369,K3XF Files 21 mm.TAper.04/TIP45,กล่อง
09002370,K3XF Files 25 mm.TAper.04/TIP40,กล่อง
09002371,K3XF Files 21 mm.TAper.06/TIP45,กล่อง
09002372,K3XF Files 25 mm.TAper.06/TIP45,กล่อง
098806030012,Kanolone 10 mg Injection Triamcinolone Injection,ไวแอล
09016084,วัสดุพิมพ์ปากชนิด Odontosil,ชุด
09016085,Blade screw driver,ด้าม
09009334,ปรอทวัดไข้ Digital,อัน
09011236,Dental Implant,ชุด
09008233,วัสดุเสริมฐานฟันปลอมชั่วคราว,ชุด
09011238,ไม้พันสำลี,อัน
09002349,wave one rotary file No.20 ขนาด 21 mm,กล่อง
09002350,wave one rotary file No.20 ขนาด 25 mm,กล่อง
09002351,wave one rotary file No.25 ขนาด 21 mm,กล่อง
09002352,wave one rotary file No.25 ขนาด 25 mm,กล่อง
09002354,wave one rotary file No.40 ขนาด 25 mm,กล่อง
09002353,wave one rotary file No.40 ขนาด 21 mm,กล่อง
09001003,Bonding (refill),ขวด
090516085,screw driver,ชิ้น
09013427,A-One,แพค/ห่อ
09002373,file : H-file 25 mm. No.15-40,กล่อง
09003260,Bracket,ชุด
09004144,Bio-plast Plus,ถุง
09004145,10% Neutral buffer formalin 2.5L,ขวด
09014576,Acrylic carbide bur : หัวมะยม,ตัว
090399821,เจลล้างมือ,ขวด
090220105,นาฬิกาจับเวลา Timer ชนิด 99/99 H/M/S,อัน
09005053,spoon long shang,ชิ้น
099999354,ที่วาง Suction,ตัว
09005079,Mask ใช้สำหรับห้องผ่าตัด เบอร์ 3 (ผู้ใหญ่),อัน
09005080,Mask ใช้สำหรับห้องผ่าตัด เบอร์ 4 (เด็ก),อัน
09010097,หัว ET 40,ตัว
090211005,absolute methanol,ขวด
098804010022,Midazolam Tablet 15 mg,กล่อง
09005115,แปรงสีฟันเด็ก,ด้าม
09005116,แปรงสีฟันผู้ใหญ่,ด้าม
09014587,Diamond round end taper bur FG D16,กล่อง
09012111,Stainless steel band: Maxillary NU30,ตัว
09012118,Stainless steel band : Mandibular NU35.5,ตัว
09012120,Stainless steel band : Mandibular NU36.5,ตัว
09012122,Stainless steel band : Mandibular NU37.5,ตัว
09012134,Stainless steel band : Mandibular NU29.5,ตัว
09012139,Stainless steel band : Mandibular NU32.5,ตัว
09012145,Stainless steel band : Mandibular NU38.5,ตัว
09012195,Stainless steel band : Mandibular NU28.5,ตัว
09001169,Composite enamel D2,หลอด
09001170,Composite enamel W,หลอด
09001171,Composite dentin C4,หลอด
09001172,Composite translucent BT,หลอด
09013456,Surgery Bracket,ชุด
09001174,Glass Ionomer LC for filling ทั้งชุด Fuji II,ชุด
09010098,หัวขูด H3,ชิ้น
09007055,Rely X Unicem Aplicap refill,กล่อง
09002374,File : Protaper rotary ยาว 21 mm.,กล่อง
09002375,File : Protaper rotary ยาว 25 mm.,กล่อง
09013213,Bite Turber,ตัว
09013429,Bracket 2D #11,ชิ้น
09013430,Bracket 2D #12,ชิ้น
09013431,Bracket 2D #13,ชิ้น
09013432,Bracket 2D #21,ชิ้น
09013433,Bracket 2D #22,ชิ้น
09013434,Bracket 2D #23,ชิ้น
09014577,Bracket 2D #14,ชิ้น
09013435,Bracket 2D #15,ชิ้น
09013436,Bracket 2D #24,ชิ้น
09013437,Bracket 2D #25,ชิ้น
09013438,Archwire Retractor,ชิ้น
09013439,ก้านจับ Caliper no.1,ชิ้น
09013440,ก้านจับ Caliper no.2,ชิ้น
09013441,แกนจับ Caliper no.1,ชิ้น
09013442,แกนจับ Caliper no.2,ชิ้น
09013443,Tweezer #3,ชิ้น
09013444,Tweezer #3-1,ชิ้น
09013445,Tweezer #4,ชิ้น
09013446,Tweezer #4-1,ชิ้น
09013447,Tweezer #5,ชิ้น
09013448,Tweezer #5-1,ชิ้น
09013449,Explorer with Director no.1,ชิ้น
09013450,Explorer with Director no.2,ชิ้น
09013451,Dummy Model Upper,ชิ้น
09013452,Dummy Model Lower,ชิ้น
09013453,Template,ชิ้น
09013454,Niti Wire,ชิ้น
09013455,Mushroom Wire,ชิ้น
09014592,Diamond Strips,กล่อง
09008161,Titavest CB (Two 1.5kg ) ส่วนผง,กล่อง
09008235,Titavest CB น้ำ,ขวด
09014200,Silicone Polishing brown topedo shape HP,ตัว
09014578,White stone long tapper shap  HP,กล่อง
09014579,Silicone Polishing green wheel shape HP for interproximal,กล่อง
09014580,Mandrel long shank HP,อัน
09014581,Dimond round end tapper bur FG SF204,ตัว
09014582,Dimond round end tapper bur FG S204,ตัว
09014583,Dimond round end tapper bur FG S219,ตัว
09014584,Dimond round end tapper bur FG DO901,ตัว
09014585,Dimond round end tapper bur FG DO933,ตัว
09013457,แผ่นพลาสติกสำหรับกั้นแสง,อัน
09002201,Optra Sculpt Assortment,กล่อง
090305039,1st Molar band (Plain Bands) UR/UL,ตัว
080513056,"Super-niti wire 0.018 x 0.025 inch, upper - preformed",กล่อง
09009335,Silicone Breathing Bag 2L-22F/30M,อัน
09009336,Silicone Breathing Bag 1.5L-22F/30M,อัน
09006368,caff ท่อคู่เด็กโต,ผืน
09006369,"5Lead EKG Wire set AHA, Clip for Agilent",ชุด
090801024,เครื่องวัดความชื้น,เครื่อง
09009337,iv catheter No.18,กล่อง
09009338,iv catheter No.20,กล่อง
09012088,"Right upper ""E"" molar EUR6",ตัว
09003262,iliadin Nasal spray,ขวด
09003033,Doxycycline,กระป๋อง
09015325,"staining jar, 10 pc slides",ชุด
09015326,staining rack for 30 slides,อัน
09015327,staining jar 30 pc slides,ชุด
09001180,Composite Tetric N ceram สี A3.5B,หลอด
09001181,Composite Tetric N ceram สี A3D,หลอด
09001182,Composite Tetric N ceram สี A3E,หลอด
09001184,Composite Tetric N ceram สี A2E,หลอด
09014593,หัวขัด Composite Astropol รูป small flam NO.F,ถุง
09014594,หัวขัด Composite Astropol รูป small flam NO.P,ถุง
09014595,หัวขัด Composite Astropol รูป small flam NO.HP,ถุง
09014589,Carbide round bur 018 (Latch),ตัว
09014590,Carbide round bur 021 (Latch),ตัว
09014591,Carbide round bur 023 (Latch),ตัว
09014028,Carbide round bur.016 FG,ตัว
09001076,Ceramic Primer,ขวด
09013458,Optibond xtr,ชุด
09010099,หินปูนเทียม,ชุด
099999206,สายหัวกรอความเร็ว,ชุด
09002376,K3XF Files 17 mm. Taper.12/TIP25,กล่อง
09014552,Carbide round long shank bur .010 (Latch)(1กล่อง/5ตัว),กล่อง
09001175,Composite premisa สี A3D,หลอด
09001176,Composite premisa สี A3E,หลอด
09001177,Composite Premisa สี A3B,หลอด
09014556,Carbide round long shank bur .018 (Latch)(1กล่อง/5ตัว),กล่อง
09001179,Composite Premisa สี A2D,หลอด
09014596,Carbide round long shank bur .023 (Latch)(1กล่อง/5ตัว),กล่อง
09001178,Composite Premisa สี A2E,หลอด
09012200,ฟันเด็นโตฟอร์ม,ซี่
090329003,Nelaton disposable catheter ch.12,อัน
090332003,Intravenous disposable catheter ch.20,อัน
090332004,Intravenous disposable catheter ch.22,อัน
090402012,0.9%NSS 100 cc.,ขวด
09013428,Galaxy Polishing Wheels-Coarse,แพค/ห่อ
09001186,kolor plus สี A3,ขวด
09001187,kolor plus สี A1,ขวด
09001188,kolor plus สี white,ขวด
09001189,kolor plus สี Ochre,ขวด
09008236,Non Asbestos,กล่อง
09001173,Glass Ionomer ชนิดฉีด,หลอด
09001190,Composite filtek bulk สี A2,ขวด
09001191,Composite filtek bulk สี A3,ขวด
09013460,ไม้บรรทัดวัดมุม,อัน
090318015,NG Tube No.16 สายยางให้อาหาร (1กล่อง/50เส้น),เส้น/สาย
090399520,Opsite Flexigrid 6 cm. *7 cm.,กล่อง
09006374,Endo Plugger,ชุด
09010100,Heparin lock,อัน
090337004,"Needle disposable size 22Gx1.5""",อัน
09009030,IV set เด็ก,ชิ้น
090399099,Bacterial filter,ชิ้น
090221004,Pipette,ชุด
090214065,Pipette tip-blue 1000 UL,ชุด
09008242,File holder,อัน
09006376,skin marker strerile,ชิ้น
09006377,Reserver 100 cc,ชิ้น
09006378,Round drain 7 Fr.,ชิ้น
09006379,Round drain 10 Fr.,ชิ้น
09006380,conecting non sterile tubing 1.8 m,อัน
09006375,ตระแกรงสแตนเลสใส่เครื่องมือแพทย์,อัน
09012201,Stainless steel band : Maxllary NU40.5,ตัว
09012202,Stainless steel band : Mandibular NL30.5,ตัว
09012203,Stainless steel band : Mandibular NL35,ตัว
09012101,Stainless steel band : Mandibular NL34.5,ตัว
09012102,Stainless steel band : Mandibular NL35.5,ตัว
09012204,Stainless steel band : Mandibular NL38.5,ตัว
